"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Supraventricular tachycardia"	"I47.1"	"2018"	"2018"	39	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular tachycardia"	"I47.2"	"2014"	"2014"	115	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular tachycardia"	"I47.2"	"2015"	"2015"	122	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular tachycardia"	"I47.2"	"2016"	"2016"	149	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular tachycardia"	"I47.2"	"2017"	"2017"	158	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular tachycardia"	"I47.2"	"2018"	"2018"	130	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Atrial fibrillation and flutter"	"I48"	"2014"	"2014"	4279	56152333	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"Atrial fibrillation and flutter"	"I48"	"2015"	"2015"	4762	56283891	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"Atrial fibrillation and flutter"	"I48"	"2016"	"2016"	4787	56209510	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"Atrial fibrillation and flutter"	"I48"	"2017"	"2017"	4950	56470581	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"Atrial fibrillation and flutter"	"I48"	"2018"	"2018"	4761	56111079	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular fibrillation and flutter"	"I49.0"	"2014"	"2014"	226	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular fibrillation and flutter"	"I49.0"	"2015"	"2015"	249	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular fibrillation and flutter"	"I49.0"	"2016"	"2016"	245	56209510	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular fibrillation and flutter"	"I49.0"	"2017"	"2017"	250	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Ventricular fibrillation and flutter"	"I49.0"	"2018"	"2018"	280	56111079	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Sick sinus syndrome"	"I49.5"	"2014"	"2014"	73	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Sick sinus syndrome"	"I49.5"	"2015"	"2015"	91	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sick sinus syndrome"	"I49.5"	"2016"	"2016"	96	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sick sinus syndrome"	"I49.5"	"2017"	"2017"	82	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Sick sinus syndrome"	"I49.5"	"2018"	"2018"	113	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other specified cardiac arrhythmias"	"I49.8"	"2014"	"2014"	24	56152333	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other specified cardiac arrhythmias"	"I49.8"	"2015"	"2015"	23	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other specified cardiac arrhythmias"	"I49.8"	"2016"	"2016"	25	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other specified cardiac arrhythmias"	"I49.8"	"2017"	"2017"	28	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other specified cardiac arrhythmias"	"I49.8"	"2018"	"2018"	37	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiac arrhythmia, unspecified"	"I49.9"	"2014"	"2014"	1290	56152333	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiac arrhythmia, unspecified"	"I49.9"	"2015"	"2015"	1323	56283891	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiac arrhythmia, unspecified"	"I49.9"	"2016"	"2016"	1452	56209510	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiac arrhythmia, unspecified"	"I49.9"	"2017"	"2017"	1395	56470581	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiac arrhythmia, unspecified"	"I49.9"	"2018"	"2018"	1428	56111079	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Congestive heart failure"	"I50.0"	"2014"	"2014"	10847	56152333	19.3
	"Census Region 1: Northeast"	"CENS-R1"	"Congestive heart failure"	"I50.0"	"2015"	"2015"	11386	56283891	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"Congestive heart failure"	"I50.0"	"2016"	"2016"	11448	56209510	20.4
	"Census Region 1: Northeast"	"CENS-R1"	"Congestive heart failure"	"I50.0"	"2017"	"2017"	11392	56470581	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"Congestive heart failure"	"I50.0"	"2018"	"2018"	11359	56111079	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"Left ventricular failure"	"I50.1"	"2014"	"2014"	47	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Left ventricular failure"	"I50.1"	"2015"	"2015"	60	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Left ventricular failure"	"I50.1"	"2016"	"2016"	48	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Left ventricular failure"	"I50.1"	"2017"	"2017"	62	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Left ventricular failure"	"I50.1"	"2018"	"2018"	71	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Heart failure, unspecified"	"I50.9"	"2014"	"2014"	1560	56152333	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Heart failure, unspecified"	"I50.9"	"2015"	"2015"	1963	56283891	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Heart failure, unspecified"	"I50.9"	"2016"	"2016"	2470	56209510	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"Heart failure, unspecified"	"I50.9"	"2017"	"2017"	2882	56470581	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"Heart failure, unspecified"	"I50.9"	"2018"	"2018"	3494	56111079	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	"2015"	"2015"	13	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	"2016"	"2016"	13	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	"2018"	"2018"	12	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Myocarditis, unspecified"	"I51.4"	"2014"	"2014"	62	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Myocarditis, unspecified"	"I51.4"	"2015"	"2015"	58	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Myocarditis, unspecified"	"I51.4"	"2016"	"2016"	79	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Myocarditis, unspecified"	"I51.4"	"2017"	"2017"	77	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Myocarditis, unspecified"	"I51.4"	"2018"	"2018"	81	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Myocardial degeneration"	"I51.5"	"2014"	"2014"	18	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Myocardial degeneration"	"I51.5"	"2015"	"2015"	14	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Myocardial degeneration"	"I51.5"	"2016"	"2016"	14	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Myocardial degeneration"	"I51.5"	"2017"	"2017"	23	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Myocardial degeneration"	"I51.5"	"2018"	"2018"	11	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiovascular disease, unspecified"	"I51.6"	"2014"	"2014"	1159	56152333	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiovascular disease, unspecified"	"I51.6"	"2015"	"2015"	1429	56283891	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiovascular disease, unspecified"	"I51.6"	"2016"	"2016"	1307	56209510	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiovascular disease, unspecified"	"I51.6"	"2017"	"2017"	1488	56470581	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiovascular disease, unspecified"	"I51.6"	"2018"	"2018"	1506	56111079	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiomegaly"	"I51.7"	"2014"	"2014"	230	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiomegaly"	"I51.7"	"2015"	"2015"	238	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiomegaly"	"I51.7"	"2016"	"2016"	257	56209510	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiomegaly"	"I51.7"	"2017"	"2017"	271	56470581	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Cardiomegaly"	"I51.7"	"2018"	"2018"	218	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other ill-defined heart diseases"	"I51.8"	"2014"	"2014"	197	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other ill-defined heart diseases"	"I51.8"	"2015"	"2015"	252	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other ill-defined heart diseases"	"I51.8"	"2016"	"2016"	253	56209510	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other ill-defined heart diseases"	"I51.8"	"2017"	"2017"	251	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other ill-defined heart diseases"	"I51.8"	"2018"	"2018"	226	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Heart disease, unspecified"	"I51.9"	"2014"	"2014"	1191	56152333	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Heart disease, unspecified"	"I51.9"	"2015"	"2015"	1325	56283891	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Heart disease, unspecified"	"I51.9"	"2016"	"2016"	1138	56209510	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Heart disease, unspecified"	"I51.9"	"2017"	"2017"	1157	56470581	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Heart disease, unspecified"	"I51.9"	"2018"	"2018"	1138	56111079	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"2014"	"2014"	21	56152333	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"2015"	"2015"	24	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"2016"	"2016"	16	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"2017"	"2017"	21	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"2018"	"2018"	19	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"2014"	"2014"	34	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"2015"	"2015"	42	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"2016"	"2016"	25	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"2017"	"2017"	44	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"2018"	"2018"	39	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other subarachnoid haemorrhage"	"I60.8"	"2014"	"2014"	64	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other subarachnoid haemorrhage"	"I60.8"	"2015"	"2015"	69	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other subarachnoid haemorrhage"	"I60.8"	"2016"	"2016"	50	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other subarachnoid haemorrhage"	"I60.8"	"2017"	"2017"	40	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other subarachnoid haemorrhage"	"I60.8"	"2018"	"2018"	49	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"2014"	"2014"	865	56152333	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"2015"	"2015"	877	56283891	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"2016"	"2016"	831	56209510	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"2017"	"2017"	817	56470581	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"2018"	"2018"	832	56111079	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"2014"	"2014"	57	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"2015"	"2015"	62	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"2016"	"2016"	62	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"2017"	"2017"	54	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"2018"	"2018"	92	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"2014"	"2014"	54	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"2015"	"2015"	54	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"2016"	"2016"	81	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"2017"	"2017"	71	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"2018"	"2018"	64	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in brain stem"	"I61.3"	"2014"	"2014"	92	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in brain stem"	"I61.3"	"2015"	"2015"	97	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in brain stem"	"I61.3"	"2016"	"2016"	114	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in brain stem"	"I61.3"	"2017"	"2017"	123	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in brain stem"	"I61.3"	"2018"	"2018"	121	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"2014"	"2014"	103	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"2015"	"2015"	98	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"2016"	"2016"	87	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"2017"	"2017"	118	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"2018"	"2018"	109	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"2014"	"2014"	222	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"2015"	"2015"	186	56283891	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"2016"	"2016"	204	56209510	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"2017"	"2017"	216	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"2018"	"2018"	215	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"2014"	"2014"	2397	56152333	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"2015"	"2015"	2243	56283891	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"2016"	"2016"	2217	56209510	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"2017"	"2017"	2233	56470581	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"2018"	"2018"	2113	56111079	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"2014"	"2014"	478	56152333	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"2015"	"2015"	504	56283891	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"2016"	"2016"	497	56209510	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"2017"	"2017"	517	56470581	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"2018"	"2018"	458	56111079	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"2014"	"2014"	1820	56152333	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"2015"	"2015"	1815	56283891	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"2016"	"2016"	1668	56209510	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"2017"	"2017"	1692	56470581	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"2018"	"2018"	1579	56111079	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"2014"	"2014"	34	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"2015"	"2015"	31	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"2016"	"2016"	30	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"2017"	"2017"	41	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"2018"	"2018"	23	56111079	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	"2018"	"2018"	10	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"2014"	"2014"	135	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"2015"	"2015"	124	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"2016"	"2016"	148	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"2017"	"2017"	157	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"2018"	"2018"	176	56111079	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"2014"	"2014"	93	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"2015"	"2015"	93	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"2016"	"2016"	74	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"2017"	"2017"	75	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"2018"	"2018"	63	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"2014"	"2014"	201	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"2015"	"2015"	216	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"2016"	"2016"	231	56209510	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"2017"	"2017"	249	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"2018"	"2018"	286	56111079	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"2014"	"2014"	98	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"2015"	"2015"	102	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"2016"	"2016"	52	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"2017"	"2017"	31	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"2018"	"2018"	58	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction, unspecified"	"I63.9"	"2014"	"2014"	656	56152333	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction, unspecified"	"I63.9"	"2015"	"2015"	699	56283891	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction, unspecified"	"I63.9"	"2016"	"2016"	1037	56209510	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction, unspecified"	"I63.9"	"2017"	"2017"	1696	56470581	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral infarction, unspecified"	"I63.9"	"2018"	"2018"	2064	56111079	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"2014"	"2014"	10584	56152333	18.8
	"Census Region 1: Northeast"	"CENS-R1"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"2015"	"2015"	10815	56283891	19.2
	"Census Region 1: Northeast"	"CENS-R1"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"2016"	"2016"	10308	56209510	18.3
	"Census Region 1: Northeast"	"CENS-R1"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"2017"	"2017"	9326	56470581	16.5
	"Census Region 1: Northeast"	"CENS-R1"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"2018"	"2018"	8826	56111079	15.7
